id	alter	zivilstand	geschlecht	pihh	kaufkraft	einkauf
18676	38	Verheiratet	Frau	3	tief	2623
18677	57	Konkubinat	Mann	1	hoch	10092
18678	43	Konkubinat	Frau	3	mittel	6397
18682	51	Single	Frau	1	hoch	18242
18683	42	Verheiratet	Frau	2	mittel	7633
18686	41	Konkubinat	Mann	1	mittel	4889
18688	74	Verheiratet	Mann	2	sehr hoch	5511
18689	49	Konkubinat	Mann	1	hoch	13039
18690	36	Konkubinat	Frau	1	mittel	1651
18691	82	Verheiratet	Mann	1	hoch	9224
18692	38	Konkubinat	Frau	3	tief	1666
18693	42	Konkubinat	Mann	3	mittel	6143
18695	62	Verheiratet	Mann	1	hoch	15662
18696	42	Single	Mann	1	tief	2119
18697	60	Single	Frau	1	sehr hoch	23683
18699	37	Konkubinat	Mann	6	tief	1460
18700	40	Single	Mann	1	mittel	2143
18702	41	Konkubinat	Frau	2	mittel	3841
18703	37	Verheiratet	Mann	3	sehr hoch	17231
18706	39	Verheiratet	Mann	4	tief	2413
18707	65	Single	Frau	1	hoch	10994
18708	78	Single	Mann	1	hoch	6151
18709	37	Verheiratet	Mann	3	mittel	7211
18711	36	Single	Frau	1	mittel	4619
18712	43	Single	Mann	1	hoch	6462
18713	41	Verheiratet	Mann	3	hoch	12997
18714	44	Konkubinat	Mann	1	hoch	13533
18715	57	Single	Frau	1	hoch	18060
18716	42	Single	Frau	1	mittel	6551
18717	20	Single	Frau	1	tief	2476
18719	56	Konkubinat	Frau	1	mittel	4282
18722	42	Verheiratet	Mann	3	hoch	6463
18724	46	Single	Frau	1	hoch	16883
18725	46	Verheiratet	Mann	1	sehr hoch	15086
18728	44	Konkubinat	Mann	1	sehr hoch	15023
18729	42	Konkubinat	Mann	2	mittel	4120
18730	50	Single	Mann	1	hoch	12630
18732	63	Konkubinat	Frau	2	hoch	12902
18733	46	Konkubinat	Mann	4	hoch	8969
18735	47	Verheiratet	Mann	4	sehr hoch	17541
18738	42	Verheiratet	Frau	3	mittel	7479
18740	39	Verheiratet	Mann	3	tief	3266
18741	42	Single	Frau	1	tief	2677
18742	41	Verheiratet	Mann	3	hoch	8652
18743	31	Single	Mann	1	mittel	2701
18744	35	Konkubinat	Mann	3	tief	2236
18746	66	Single	Mann	1	sehr hoch	18723
18748	38	Konkubinat	Frau	2	hoch	12793
18750	37	Verheiratet	Mann	3	tief	2409
18754	90	Konkubinat	Frau	8	hoch	20232
18755	55	Single	Mann	1	hoch	15955
18756	47	Verheiratet	Mann	3	hoch	14438
18757	47	Konkubinat	Mann	4	sehr hoch	29650
18760	52	Verheiratet	Mann	4	mittel	5757
18762	34	Single	Frau	1	tief	2514
18764	65	Konkubinat	Frau	1	hoch	5240
18765	50	Verheiratet	Mann	2	hoch	18422
18766	52	Konkubinat	Mann	4	hoch	15968
18767	64	Konkubinat	Frau	1	hoch	9492
18769	58	Konkubinat	Mann	3	mittel	3258
18770	51	Single	Mann	1	hoch	19339
18772	51	Single	Frau	1	hoch	21782
18773	37	Single	Mann	1	tief	1623
18774	44	Verheiratet	Mann	2	mittel	6456
18775	43	Konkubinat	Frau	2	mittel	5429
18776	50	Verheiratet	Frau	1	hoch	9121
18778	46	Konkubinat	Frau	2	tief	1896
18780	38	Single	Frau	1	hoch	11818
18784	69	Konkubinat	Mann	1	sehr hoch	15227
18785	48	Konkubinat	Frau	1	tief	1958
18786	88	Verheiratet	Mann	2	mittel	7905
18790	66	Verheiratet	Mann	1	hoch	9145
18791	39	Verheiratet	Mann	2	tief	2947
18793	32	Konkubinat	Frau	2	tief	2546
18794	32	Verheiratet	Mann	8	hoch	9366
18795	49	Verheiratet	Mann	2	hoch	17462
18796	74	Konkubinat	Frau	3	mittel	5738
18798	56	Konkubinat	Frau	3	mittel	6902
18800	47	Konkubinat	Mann	5	sehr hoch	24068
18802	53	Konkubinat	Frau	1	hoch	14181
18803	57	Verheiratet	Mann	2	hoch	13572
18804	47	Verheiratet	Mann	3	hoch	12403
18805	58	Konkubinat	Frau	1	mittel	5252
18806	31	Verheiratet	Mann	4	mittel	6138
18807	56	Single	Frau	1	mittel	5040
18809	38	Single	Frau	1	tief	1993
18810	57	Verheiratet	Mann	1	sehr hoch	24829
18812	59	Verheiratet	Mann	2	sehr hoch	26317
18813	31	Verheiratet	Frau	5	mittel	9460
18815	48	Verheiratet	Mann	3	mittel	4703
18818	45	Konkubinat	Frau	2	hoch	13620
18819	80	Verheiratet	Mann	1	hoch	12282
18820	60	Verheiratet	Mann	1	sehr hoch	20710
18821	50	Verheiratet	Mann	2	mittel	5258
18822	39	Single	Frau	1	mittel	4106
18824	44	Single	Frau	1	hoch	16083
18825	34	Verheiratet	Frau	4	mittel	7605
18826	44	Verheiratet	Mann	4	tief	2148
18827	40	Verheiratet	Frau	2	mittel	4461
18828	65	Verheiratet	Mann	1	tief	2281
18830	42	Konkubinat	Mann	3	tief	1666
18831	63	Konkubinat	Mann	2	mittel	5268
18835	43	Verheiratet	Mann	3	mittel	3483
18837	32	Konkubinat	Mann	3	sehr hoch	18287
18838	88	Single	Mann	1	hoch	4280
18840	49	Konkubinat	Mann	2	hoch	10012
18841	87	Konkubinat	Mann	2	hoch	17556
18842	51	Single	Frau	1	mittel	3727
18845	41	Konkubinat	Frau	3	hoch	6675
18847	45	Konkubinat	Frau	1	mittel	5145
18849	85	Verheiratet	Mann	4	mittel	5678
18850	43	Single	Frau	1	hoch	9649
18853	40	Verheiratet	Mann	3	tief	1885
18854	32	Verheiratet	Frau	2	mittel	6247
18856	37	Verheiratet	Mann	4	tief	2633
18858	34	Single	Mann	1	tief	423
18860	43	Verheiratet	Mann	7	mittel	5455
18862	67	Single	Frau	1	tief	2479
18863	57	Verheiratet	Mann	1	sehr hoch	18996
18864	38	Single	Mann	1	mittel	3526
18865	41	Single	Mann	1	tief	1776
18866	44	Verheiratet	Frau	3	mittel	2330
18867	42	Verheiratet	Frau	5	tief	2847
18868	32	Single	Frau	1	tief	2114
18869	66	Konkubinat	Frau	2	hoch	11995
18870	40	Konkubinat	Frau	2	mittel	2915
18871	46	Single	Mann	1	sehr hoch	22392
18872	43	Konkubinat	Mann	2	sehr hoch	23832
18873	55	Konkubinat	Mann	2	hoch	15156
18874	65	Single	Frau	1	mittel	3613
18875	42	Verheiratet	Mann	4	tief	1184
18876	37	Verheiratet	Mann	3	sehr hoch	21099
18877	35	Single	Frau	1	mittel	5051
18878	54	Single	Mann	1	hoch	7952
18879	51	Single	Frau	1	hoch	12373
18880	35	Verheiratet	Mann	2	tief	1563
18884	42	Konkubinat	Mann	4	tief	1640
18885	57	Konkubinat	Frau	2	hoch	15014
18886	67	Single	Mann	1	sehr hoch	21268
18887	43	Single	Mann	1	tief	1435
18888	39	Single	Frau	1	tief	1005
18889	30	Konkubinat	Frau	2	mittel	3538
18890	49	Single	Frau	1	mittel	6721
18891	33	Verheiratet	Frau	3	mittel	8394
18892	38	Verheiratet	Frau	3	hoch	12385
18893	63	Konkubinat	Frau	1	hoch	17092
18895	86	Verheiratet	Mann	1	mittel	7978
18896	34	Konkubinat	Frau	1	hoch	3739
18897	52	Verheiratet	Mann	2	sehr hoch	20803
18899	40	Single	Frau	1	tief	2019
18900	38	Konkubinat	Mann	1	tief	1757
18901	35	Verheiratet	Frau	2	hoch	9734
18902	39	Single	Frau	1	tief	3179
18903	52	Verheiratet	Mann	1	hoch	16969
18904	60	Verheiratet	Mann	3	hoch	15390
18906	61	Single	Mann	1	mittel	3885
18907	52	Verheiratet	Mann	2	mittel	4689
18908	55	Verheiratet	Mann	1	hoch	16545
18909	36	Single	Mann	1	mittel	5230
18910	36	Konkubinat	Frau	3	mittel	4010
18912	47	Konkubinat	Frau	2	hoch	13107
18914	53	Single	Mann	1	sehr hoch	27247
18915	32	Konkubinat	Mann	2	hoch	10839
18917	58	Single	Frau	1	hoch	5717
18918	36	Verheiratet	Mann	4	mittel	6021
18919	58	Konkubinat	Frau	2	hoch	15537
18920	53	Single	Frau	1	mittel	4174
18921	38	Konkubinat	Mann	2	mittel	3585
18922	38	Verheiratet	Mann	5	tief	2008
18923	38	Verheiratet	Frau	5	mittel	4337
18924	41	Konkubinat	Mann	2	hoch	7896
18927	42	Konkubinat	Mann	2	hoch	3506
18928	58	Single	Frau	1	mittel	5266
18929	61	Verheiratet	Mann	2	sehr hoch	24882
18930	38	Verheiratet	Mann	4	tief	3540
18931	49	Verheiratet	Mann	2	hoch	13264
18932	35	Konkubinat	Frau	1	mittel	4096
18933	36	Single	Frau	1	tief	1714
18934	68	Single	Frau	1	tief	1698
18938	39	Single	Frau	1	mittel	927
18939	44	Single	Mann	1	mittel	4442
18940	42	Single	Frau	1	sehr hoch	14949
18941	44	Konkubinat	Mann	3	hoch	14421
18943	55	Verheiratet	Frau	2	mittel	5306
18944	46	Verheiratet	Frau	3	hoch	16717
18945	57	Konkubinat	Mann	1	sehr hoch	18603
18947	43	Single	Mann	1	hoch	12135
18948	35	Single	Mann	1	mittel	3058
18950	36	Verheiratet	Mann	3	mittel	3108
18951	86	Single	Frau	1	hoch	9040
18953	64	Single	Frau	1	mittel	2978
18957	36	Verheiratet	Mann	1	tief	1740
18960	40	Verheiratet	Frau	3	sehr hoch	24110
18962	64	Verheiratet	Mann	2	sehr hoch	27176
18964	40	Verheiratet	Mann	2	mittel	4161
18967	48	Verheiratet	Mann	4	hoch	15463
18968	36	Verheiratet	Frau	4	mittel	4183
18969	37	Single	Frau	1	mittel	5355
18971	60	Verheiratet	Mann	2	hoch	9599
18973	57	Single	Mann	1	mittel	3197
18974	40	Konkubinat	Frau	5	mittel	2766
18975	35	Konkubinat	Mann	2	hoch	10038
18976	36	Single	Frau	1	hoch	16452
18977	69	Konkubinat	Frau	2	hoch	12340
18978	37	Verheiratet	Frau	4	tief	2764
18980	37	Single	Frau	1	tief	1518
18982	51	Verheiratet	Mann	1	hoch	3366
18983	57	Verheiratet	Mann	2	hoch	11853
18985	32	Verheiratet	Frau	4	tief	3697
18986	55	Single	Frau	1	mittel	5831
18987	33	Konkubinat	Frau	2	mittel	5952
18989	64	Konkubinat	Frau	2	sehr hoch	31731
18990	60	Konkubinat	Mann	2	hoch	10868
18992	35	Konkubinat	Mann	2	mittel	5565
18995	33	Verheiratet	Frau	3	mittel	3545
18996	44	Verheiratet	Mann	5	mittel	3979
18997	35	Single	Frau	1	tief	2503
18998	71	Konkubinat	Mann	2	sehr hoch	19098
18999	43	Konkubinat	Mann	2	sehr hoch	10674
19000	36	Single	Mann	1	mittel	6107
19006	36	Konkubinat	Mann	1	hoch	12717
19007	34	Single	Frau	1	tief	2880
19009	43	Verheiratet	Frau	4	mittel	5017
19010	55	Verheiratet	Mann	3	mittel	5504
19011	86	Single	Mann	1	sehr hoch	14683
19012	51	Verheiratet	Frau	5	mittel	6576
19014	34	Verheiratet	Frau	2	sehr hoch	15791
19015	60	Single	Mann	1	hoch	15781
19016	46	Single	Frau	1	hoch	8904
19017	38	Single	Frau	1	tief	1738
19018	31	Konkubinat	Frau	3	mittel	6366
19020	59	Single	Mann	1	mittel	3880
19022	45	Verheiratet	Mann	4	mittel	3291
19023	35	Verheiratet	Frau	4	mittel	5618
19025	44	Verheiratet	Frau	3	mittel	2129
19026	36	Verheiratet	Frau	2	mittel	7603
19028	47	Verheiratet	Mann	3	mittel	3876
19029	42	Verheiratet	Frau	2	mittel	6106
19032	40	Single	Frau	1	tief	1988
19033	47	Single	Mann	1	hoch	10127
19035	62	Verheiratet	Mann	1	sehr hoch	19055
19036	44	Verheiratet	Mann	4	tief	1571
19038	46	Konkubinat	Frau	2	hoch	6918
19039	49	Konkubinat	Frau	3	hoch	14551
19041	53	Single	Frau	1	mittel	3864
19043	85	Verheiratet	Mann	1	sehr hoch	16473
19045	35	Verheiratet	Frau	4	tief	2643
19047	40	Verheiratet	Mann	2	mittel	5168
19048	46	Verheiratet	Mann	5	mittel	4735
19049	33	Single	Frau	1	tief	1917
19051	63	Verheiratet	Mann	2	sehr hoch	23039
19053	42	Konkubinat	Frau	2	tief	2804
19054	85	Konkubinat	Mann	2	hoch	15701
19055	39	Konkubinat	Mann	3	tief	2029
19059	42	Single	Mann	1	tief	1469
19060	53	Konkubinat	Mann	2	sehr hoch	17650
19062	31	Single	Mann	1	hoch	4865
19063	45	Verheiratet	Frau	2	mittel	7845
19066	39	Verheiratet	Mann	2	hoch	15020
19068	46	Konkubinat	Mann	1	hoch	5173
19069	40	Verheiratet	Frau	4	tief	2441
19070	44	Verheiratet	Mann	2	hoch	16262
19072	45	Konkubinat	Frau	2	mittel	7158
19074	47	Konkubinat	Mann	2	sehr hoch	19360
19076	52	Single	Frau	1	mittel	5550
19077	42	Single	Frau	1	hoch	13324
19078	56	Single	Mann	1	sehr hoch	16573
19080	44	Verheiratet	Mann	5	tief	1948
19082	32	Verheiratet	Frau	3	mittel	1883
19083	62	Single	Frau	1	mittel	7130
19084	36	Verheiratet	Frau	3	mittel	7980
19085	36	Konkubinat	Frau	2	tief	1766
19088	38	Verheiratet	Frau	3	mittel	5433
19089	66	Verheiratet	Mann	2	sehr hoch	13356
19090	78	Single	Frau	1	mittel	3653
19091	58	Single	Frau	1	hoch	14525
19092	34	Verheiratet	Mann	3	mittel	6422
19093	38	Verheiratet	Frau	2	tief	3274
19096	43	Single	Mann	1	hoch	10679
19097	54	Single	Mann	1	tief	823
19099	37	Single	Mann	1	tief	2028
19104	40	Verheiratet	Mann	2	mittel	3951
19107	39	Verheiratet	Mann	4	mittel	3542
19108	36	Konkubinat	Frau	1	hoch	10297
19112	56	Verheiratet	Mann	2	mittel	5905
19113	89	Konkubinat	Mann	1	sehr hoch	23419
19114	38	Konkubinat	Mann	2	sehr hoch	13388
19115	57	Konkubinat	Frau	2	sehr hoch	17146
19117	38	Single	Frau	1	hoch	13946
19119	30	Konkubinat	Mann	3	tief	1184
19120	37	Verheiratet	Mann	2	mittel	7159
19122	61	Verheiratet	Mann	1	hoch	10982
19124	68	Single	Frau	1	tief	2606
19125	65	Single	Mann	1	sehr hoch	23888
19128	78	Konkubinat	Frau	1	mittel	4302
19129	32	Konkubinat	Frau	2	mittel	7256
19131	41	Verheiratet	Mann	4	mittel	6289
19133	49	Verheiratet	Mann	2	hoch	8533
19136	32	Verheiratet	Frau	3	mittel	6902
19137	36	Verheiratet	Frau	4	tief	1789
19138	36	Konkubinat	Frau	2	mittel	4711
19140	39	Single	Mann	1	tief	1056
19142	39	Verheiratet	Mann	7	tief	2356
19143	38	Verheiratet	Mann	3	mittel	2640
19144	55	Single	Mann	1	mittel	2424
19145	42	Verheiratet	Mann	4	mittel	4196
19147	40	Verheiratet	Mann	4	hoch	10871
19148	44	Single	Mann	1	tief	1487
19149	77	Verheiratet	Mann	2	sehr hoch	11171
19150	47	Verheiratet	Frau	2	hoch	10163
19153	50	Konkubinat	Mann	2	hoch	11176
19156	39	Verheiratet	Mann	3	sehr hoch	23156
19157	41	Verheiratet	Mann	3	hoch	13407
19159	67	Verheiratet	Frau	3	sehr hoch	10380
19160	53	Single	Frau	1	mittel	6737
19161	39	Verheiratet	Mann	3	mittel	5915
19165	31	Single	Frau	1	tief	2688
19166	42	Konkubinat	Frau	2	tief	1883
19168	56	Single	Mann	1	mittel	3571
19169	71	Konkubinat	Mann	1	hoch	9463
19170	39	Verheiratet	Frau	5	tief	1770
19171	39	Single	Mann	1	mittel	5488
19172	21	Konkubinat	Frau	6	tief	2830
19173	40	Single	Frau	1	mittel	4401
19177	44	Single	Frau	1	tief	2297
19179	43	Konkubinat	Frau	3	tief	1307
19180	41	Konkubinat	Mann	3	hoch	9905
19182	52	Verheiratet	Frau	1	mittel	5659
19183	35	Verheiratet	Mann	5	tief	1872
19184	50	Single	Mann	1	mittel	3375
19185	48	Verheiratet	Mann	2	mittel	4566
19186	42	Verheiratet	Frau	2	hoch	15584
19187	84	Konkubinat	Mann	1	sehr hoch	15019
19188	52	Single	Frau	1	mittel	6575
19189	30	Verheiratet	Frau	3	tief	2998
19190	43	Single	Mann	1	mittel	5989
19191	36	Single	Frau	1	tief	2298
19193	46	Single	Frau	1	hoch	13271
19194	82	Verheiratet	Mann	2	mittel	4817
19198	44	Single	Mann	1	hoch	7121
19199	39	Verheiratet	Mann	4	tief	3062
19200	55	Verheiratet	Mann	2	hoch	18781
19201	42	Single	Mann	1	mittel	4495
19202	35	Verheiratet	Mann	2	mittel	4919
19206	45	Verheiratet	Mann	3	mittel	6337
19207	51	Verheiratet	Frau	2	hoch	10068
19208	33	Verheiratet	Frau	3	tief	3895
19209	50	Konkubinat	Mann	3	sehr hoch	17429
19210	35	Verheiratet	Mann	3	hoch	20344
19211	43	Verheiratet	Frau	2	hoch	9697
19212	48	Single	Mann	1	hoch	9706
19213	55	Single	Frau	1	hoch	12094
19214	48	Konkubinat	Mann	2	sehr hoch	9504
19216	39	Single	Frau	1	mittel	4092
19217	41	Konkubinat	Frau	3	mittel	7348
19218	59	Verheiratet	Mann	3	mittel	6256
19219	44	Verheiratet	Mann	3	hoch	8513
19220	44	Verheiratet	Frau	4	hoch	16679
19221	49	Single	Frau	1	tief	2196
19222	35	Verheiratet	Mann	4	tief	3899
19224	50	Konkubinat	Frau	2	hoch	14701
19227	43	Verheiratet	Mann	3	hoch	8252
19228	47	Konkubinat	Mann	2	hoch	17653
19229	34	Verheiratet	Mann	2	mittel	5049
19230	68	Single	Mann	1	mittel	3465
19231	46	Konkubinat	Frau	2	mittel	5430
19232	43	Verheiratet	Mann	2	sehr hoch	17737
19233	42	Konkubinat	Mann	1	hoch	4610
19234	36	Single	Mann	1	mittel	6232
19236	34	Verheiratet	Mann	3	hoch	16811
19238	48	Verheiratet	Mann	1	mittel	6035
19240	49	Single	Mann	1	mittel	4304
19241	39	Verheiratet	Mann	4	tief	2844
19242	66	Single	Mann	1	hoch	10092
19243	43	Konkubinat	Mann	4	hoch	8449
19246	56	Single	Mann	1	hoch	12053
19247	37	Single	Mann	1	hoch	19542
19248	48	Single	Mann	1	sehr hoch	27045
19249	30	Single	Frau	1	tief	2208
19250	54	Konkubinat	Frau	1	tief	1750
19251	88	Verheiratet	Mann	2	hoch	16133
19255	47	Konkubinat	Frau	1	mittel	4668
19257	63	Verheiratet	Mann	6	hoch	15584
19261	66	Single	Frau	1	mittel	5301
19262	40	Single	Mann	1	hoch	13027
19268	56	Konkubinat	Mann	2	mittel	4784
19269	63	Single	Mann	1	sehr hoch	21656
19270	35	Single	Frau	1	mittel	6231
19272	54	Verheiratet	Mann	2	mittel	4249
19273	66	Single	Mann	1	mittel	3114
19274	69	Konkubinat	Mann	1	hoch	8904
19275	69	Single	Frau	1	hoch	9209
19276	36	Single	Frau	1	mittel	5572
19277	53	Konkubinat	Mann	1	sehr hoch	16245
19278	37	Verheiratet	Mann	7	tief	3235
19279	33	Single	Frau	1	tief	1907
19281	61	Konkubinat	Mann	2	hoch	15361
19282	44	Konkubinat	Frau	2	mittel	6568
19283	50	Verheiratet	Mann	4	mittel	6560
19284	36	Verheiratet	Mann	5	mittel	3503
19286	56	Konkubinat	Frau	2	hoch	10285
19287	53	Single	Mann	1	hoch	15369
19288	63	Konkubinat	Mann	2	sehr hoch	16989
19289	49	Verheiratet	Mann	3	mittel	5697
19290	50	Verheiratet	Frau	2	hoch	14018
19294	42	Verheiratet	Mann	5	hoch	14275
19296	69	Verheiratet	Mann	5	hoch	16616
19299	32	Single	Mann	1	tief	1200
19300	53	Konkubinat	Mann	2	tief	2134
19301	32	Verheiratet	Frau	4	mittel	5186
19304	52	Single	Frau	1	mittel	4168
19306	35	Verheiratet	Mann	5	mittel	5644
19307	64	Konkubinat	Frau	1	tief	2187
19308	32	Konkubinat	Frau	2	mittel	5502
19311	37	Verheiratet	Mann	4	tief	1770
19312	44	Konkubinat	Mann	3	tief	1713
19313	35	Verheiratet	Mann	4	tief	1856
19314	41	Verheiratet	Mann	2	mittel	5638
19315	46	Konkubinat	Mann	1	hoch	15530
19318	31	Konkubinat	Mann	3	tief	1178
19319	61	Verheiratet	Mann	2	sehr hoch	28447
19320	55	Verheiratet	Mann	1	hoch	7812
19321	48	Verheiratet	Frau	1	hoch	12914
19322	42	Verheiratet	Mann	3	tief	3577
19326	42	Verheiratet	Frau	8	mittel	5687
19327	40	Verheiratet	Frau	4	tief	2409
19328	41	Verheiratet	Mann	2	hoch	6729
19329	65	Single	Mann	1	mittel	3597
19331	36	Konkubinat	Frau	3	mittel	2452
19332	42	Verheiratet	Frau	5	mittel	10003
19334	50	Konkubinat	Frau	2	mittel	6084
19335	51	Konkubinat	Frau	2	hoch	4476
19336	77	Konkubinat	Mann	3	mittel	6900
19337	52	Verheiratet	Mann	3	mittel	2609
19339	52	Konkubinat	Mann	3	hoch	11893
19341	62	Verheiratet	Mann	3	hoch	8153
19342	38	Single	Mann	1	mittel	4906
19344	46	Single	Frau	1	mittel	4296
19345	43	Konkubinat	Mann	1	tief	1815
19346	51	Verheiratet	Mann	2	sehr hoch	9687
19348	47	Verheiratet	Frau	1	hoch	7347
19350	43	Verheiratet	Frau	4	mittel	8396
19351	39	Verheiratet	Mann	2	mittel	4462
19352	37	Verheiratet	Frau	6	mittel	4679
19355	45	Verheiratet	Mann	6	tief	2420
19357	63	Konkubinat	Mann	1	hoch	11312
19358	38	Konkubinat	Mann	3	tief	1107
19359	67	Verheiratet	Mann	1	hoch	13522
19360	59	Konkubinat	Frau	2	sehr hoch	27975
19361	63	Verheiratet	Mann	2	sehr hoch	26368
19365	39	Verheiratet	Mann	4	mittel	4083
19367	58	Single	Mann	1	hoch	10795
19368	61	Konkubinat	Frau	8	mittel	4469
19369	70	Verheiratet	Mann	4	sehr hoch	19511
19370	45	Single	Frau	1	sehr hoch	16099
19371	66	Verheiratet	Mann	1	hoch	12114
19372	38	Verheiratet	Mann	4	mittel	2277
19373	55	Verheiratet	Mann	1	hoch	12325
19374	36	Single	Frau	1	mittel	7148
19376	44	Single	Mann	1	mittel	5867
19377	38	Single	Frau	1	tief	2446
19378	43	Verheiratet	Mann	3	tief	1923
19379	34	Konkubinat	Frau	3	mittel	5385
19380	38	Single	Frau	1	tief	2421
19383	45	Konkubinat	Frau	2	mittel	3976
19384	44	Verheiratet	Frau	4	mittel	8680
19385	32	Konkubinat	Frau	4	mittel	8144
19387	39	Verheiratet	Mann	5	tief	2872
19390	37	Konkubinat	Mann	5	mittel	6746
19392	62	Konkubinat	Mann	2	hoch	16937
19393	55	Konkubinat	Frau	2	sehr hoch	21120
19395	42	Verheiratet	Mann	3	hoch	14683
19396	31	Verheiratet	Mann	4	tief	1840
19397	54	Konkubinat	Frau	2	sehr hoch	23496
19399	55	Verheiratet	Mann	2	hoch	11415
19402	50	Verheiratet	Mann	4	sehr hoch	14051
19403	33	Verheiratet	Frau	4	mittel	7489
19404	52	Konkubinat	Frau	6	sehr hoch	18044
19405	44	Verheiratet	Frau	3	tief	3950
19406	59	Konkubinat	Mann	2	sehr hoch	21480
19407	45	Single	Mann	1	hoch	13863
19408	41	Verheiratet	Mann	4	tief	2268
19410	32	Konkubinat	Mann	4	mittel	2603
19411	64	Single	Frau	1	hoch	11133
19412	55	Verheiratet	Frau	1	mittel	6530
19413	39	Konkubinat	Mann	2	tief	2126
19416	54	Konkubinat	Frau	2	sehr hoch	9925
19419	68	Verheiratet	Mann	3	mittel	1440
19420	41	Verheiratet	Mann	5	hoch	14253
19421	26	Verheiratet	Frau	2	mittel	5631
19426	68	Single	Mann	1	sehr hoch	7870
19427	71	Verheiratet	Mann	2	hoch	15534
19428	36	Konkubinat	Frau	2	mittel	4808
19429	55	Verheiratet	Mann	2	sehr hoch	13074
19430	50	Verheiratet	Mann	3	hoch	14703
19431	44	Verheiratet	Mann	2	hoch	4510
19432	42	Verheiratet	Mann	4	sehr hoch	18644
19435	45	Verheiratet	Mann	2	mittel	6498
19436	50	Konkubinat	Frau	2	mittel	6205
19437	52	Single	Mann	1	hoch	5851
19438	52	Konkubinat	Mann	2	hoch	9746
19439	35	Verheiratet	Mann	3	hoch	13306
19440	52	Verheiratet	Mann	2	hoch	14015
19441	75	Single	Frau	1	hoch	12187
19442	45	Konkubinat	Mann	3	hoch	6198
19443	30	Konkubinat	Mann	2	mittel	2747
19444	41	Verheiratet	Mann	5	tief	2572
19445	60	Single	Frau	1	mittel	5704
19447	76	Konkubinat	Mann	1	mittel	4960
19448	55	Verheiratet	Mann	3	hoch	11682
19450	42	Verheiratet	Mann	2	hoch	8961
19451	62	Single	Mann	1	hoch	10946
19453	84	Verheiratet	Mann	2	sehr hoch	19541
19454	65	Verheiratet	Mann	2	sehr hoch	23387
19455	43	Konkubinat	Mann	3	mittel	6377
19457	57	Single	Mann	1	hoch	11004
19458	55	Verheiratet	Mann	2	hoch	14376
19459	41	Single	Mann	1	hoch	12338
19461	41	Verheiratet	Mann	6	mittel	6140
19463	52	Verheiratet	Mann	1	hoch	10842
19465	85	Konkubinat	Mann	3	sehr hoch	15010
19466	68	Verheiratet	Mann	2	sehr hoch	9026
19469	36	Verheiratet	Mann	3	hoch	8901
19470	46	Konkubinat	Frau	2	sehr hoch	15308
19471	37	Verheiratet	Mann	4	sehr hoch	20425
19473	42	Konkubinat	Mann	5	tief	3027
19474	40	Verheiratet	Frau	5	hoch	19089
19476	54	Konkubinat	Frau	2	sehr hoch	20986
19478	37	Verheiratet	Mann	2	hoch	12413
19479	43	Verheiratet	Mann	5	tief	1947
19480	50	Single	Frau	1	mittel	6080
19484	35	Konkubinat	Mann	4	hoch	8338
19486	49	Verheiratet	Mann	2	sehr hoch	8115
19488	49	Single	Frau	1	hoch	12571
19489	37	Single	Mann	1	mittel	5129
19490	30	Verheiratet	Frau	4	tief	3585
19492	43	Single	Frau	1	mittel	3368
19495	67	Konkubinat	Frau	3	hoch	10912
19496	46	Konkubinat	Frau	2	mittel	5255
19497	50	Verheiratet	Mann	2	sehr hoch	18767
19499	86	Single	Frau	1	hoch	15642
19502	57	Single	Mann	1	mittel	6677
19503	41	Single	Frau	1	mittel	6952
19504	21	Konkubinat	Frau	2	mittel	7085
19505	46	Konkubinat	Mann	1	sehr hoch	10321
19506	37	Single	Frau	1	tief	2327
19507	40	Konkubinat	Mann	2	tief	1488
19508	66	Konkubinat	Mann	2	sehr hoch	17442
19509	35	Konkubinat	Mann	2	mittel	6065
19510	43	Konkubinat	Mann	6	tief	2545
19511	44	Konkubinat	Frau	5	hoch	18607
19512	30	Single	Frau	1	tief	2678
19513	69	Single	Frau	1	mittel	5660
19515	50	Single	Mann	1	mittel	2760
19516	51	Verheiratet	Frau	2	sehr hoch	21893
19517	76	Konkubinat	Mann	3	hoch	11236
19519	36	Konkubinat	Mann	1	mittel	3479
19521	47	Single	Mann	1	sehr hoch	26935
19522	49	Verheiratet	Mann	2	mittel	4302
19524	36	Verheiratet	Frau	3	mittel	3840
19525	45	Single	Frau	1	tief	2177
19526	40	Konkubinat	Mann	2	mittel	6019
19527	38	Konkubinat	Mann	3	mittel	6142
19528	59	Konkubinat	Mann	2	sehr hoch	26587
19529	62	Single	Frau	1	tief	1634
19530	39	Verheiratet	Mann	4	mittel	6385
19531	58	Single	Mann	1	tief	1403
19532	41	Verheiratet	Mann	4	tief	2535
19534	51	Konkubinat	Mann	1	hoch	6814
19535	44	Konkubinat	Frau	2	mittel	6328
19538	38	Verheiratet	Mann	3	mittel	5505
19539	81	Single	Mann	1	mittel	2647
19540	76	Single	Frau	1	mittel	4982
19541	35	Verheiratet	Mann	5	tief	2895
19543	31	Single	Frau	1	mittel	4386
19544	30	Konkubinat	Mann	4	mittel	4427
19545	37	Single	Frau	1	tief	1328
19547	34	Konkubinat	Mann	2	mittel	3973
19550	61	Single	Frau	1	mittel	6430
19552	59	Single	Mann	1	hoch	14558
